time,Eco2,TVOC,pm10_env,pm10_standard,PM2.5,pm25_standard,pm100_env,pm100_standard,tem,CO2,Humidity_in,Temp_in
14/06/2021 07:17,2491,1991.5,6.5,6.5,7.5,7.5,7.5,7.5,30,2549,69.5,86
14/06/2021 07:18,2452.5,1989.5,5.5,5.5,7,7,7,7,30,2550,69.5,86
14/06/2021 07:19,2470.5,1979.5,5.5,5.5,7.5,7.5,7.5,7.5,30,2548.5,69.45,86
14/06/2021 07:20,2440.5,1978.5,5.5,5.5,8,8,8,8,29.95,2546.5,69.4,85.91
14/06/2021 07:21,2461.5,1981,5.5,5.5,7,7,7,7,29.95,2550,69.4,85.91
14/06/2021 07:22,2477.5,1956,6,6,7,7,7,7,29.95,2551.5,69.35,85.91
14/06/2021 07:23,2464.5,1973,5.5,5.5,6.5,6.5,6.5,6.5,29.95,2553,69.4,85.91
14/06/2021 07:24,2434,1964,5,5,6,6,6,6,29.95,2551,69.35,85.91
14/06/2021 07:25,2457,1981.5,6,6,7,7,7,7,29.9,2552,69.3,85.82
14/06/2021 07:26,2445,1979.5,6.5,6.5,7.5,7.5,7.5,7.5,30,2559,69.4,86
14/06/2021 07:27,2453.5,1981,5.5,5.5,6.5,6.5,6.5,6.5,29.9,2564.5,69.4,85.82
14/06/2021 07:28,2452,1973.5,6,6,6.5,6.5,6.5,6.5,30,2563,69.5,86
14/06/2021 07:29,2429.5,1946,5.5,5.5,6.5,6.5,6.5,6.5,29.95,2562,69.35,85.91
14/06/2021 07:30,2436,1955.5,6,6,7,7,7,7,29.95,2558,69.35,85.91
14/06/2021 07:31,2458,1982,5.5,5.5,6,6,6,6,29.9,2560,69.3,85.82
14/06/2021 07:32,2469.5,1961,5,5,6.5,6.5,6.5,6.5,29.9,2560,69.3,85.82
14/06/2021 07:33,2422.5,1957.5,5.5,5.5,6.5,6.5,6.5,6.5,29.9,2563.5,69.3,85.82
14/06/2021 07:34,2439.5,1959,6.5,6.5,8.5,8.5,8.5,8.5,29.9,2565.5,69.3,85.82
14/06/2021 07:35,2415.5,1981,5.5,5.5,7.5,7.5,7.5,7.5,29.95,2566,69.35,85.91
14/06/2021 07:36,2439.5,1972.5,5.5,5.5,7.5,7.5,7.5,7.5,29.95,2565,69.35,85.91
14/06/2021 07:37,2451,1981.5,6,6,7.5,7.5,7.5,7.5,29.9,2562.5,69.3,85.82
14/06/2021 07:38,2449,1980.5,5.5,5.5,7,7,7,7,29.9,2558,69.3,85.82
14/06/2021 07:39,2429.5,1958.5,5,5,5.5,5.5,5.5,5.5,29.9,2558.5,69.3,85.82
14/06/2021 07:40,2435,1971,6,6,8.5,8.5,8.5,8.5,29.9,2559.5,69.3,85.82
14/06/2021 07:41,2444,1977.5,5.5,5.5,7.5,7.5,7.5,7.5,29.9,2560.5,69.2,85.82
14/06/2021 07:42,2410.5,1977.5,5.5,5.5,7,7,7,7,29.9,2558,69.2,85.82
14/06/2021 07:43,2448.5,1984,6,6,7.5,7.5,7.5,7.5,29.9,2561.5,69.2,85.82
14/06/2021 07:44,2443,1973,5.5,5.5,6.5,6.5,6.5,6.5,29.9,2564,69.15,85.82
14/06/2021 07:45,2453.5,1983.5,5.5,5.5,7,7,7,7,29.9,2564,69.1,85.82
14/06/2021 07:46,2443,1972,5.5,5.5,6.5,6.5,6.5,6.5,29.9,2563,69.1,85.82
14/06/2021 07:47,2435,1977.5,4,4,5.5,5.5,5.5,5.5,29.9,2564.5,69.1,85.82
14/06/2021 07:48,2499.5,1984.5,5,5,6.5,6.5,6.5,6.5,29.9,2565.5,69.1,85.82
14/06/2021 07:49,2479,1989,5.5,5.5,7,7,7,7,29.9,2568,69.1,85.82
14/06/2021 07:50,2439.5,1965,6,6,7.5,7.5,7.5,7.5,29.9,2571.5,69.1,85.82
14/06/2021 07:51,2432.5,1968,5.5,5.5,7,7,7,7,29.9,2575,69.1,85.82
14/06/2021 07:52,2440.5,1964,5.5,5.5,6.5,6.5,7.5,7.5,29.9,2576,69.1,85.82
14/06/2021 07:53,2453.5,1973,5,5,6.5,6.5,6.5,6.5,29.85,2578.5,69.05,85.73
14/06/2021 07:54,2443,1940,5.5,5.5,7,7,7,7,29.9,2576.5,69,85.82
14/06/2021 07:55,2421,1978.5,5.5,5.5,6.5,6.5,6.5,6.5,29.9,2573,69,85.82
14/06/2021 07:56,2457,1976.5,5,5,6,6,6,6,29.9,2572,69,85.82
14/06/2021 07:57,2416.5,1948,5,5,6,6,6,6,29.9,2572,69,85.82
14/06/2021 07:58,2444,1955.5,6,6,8,8,8.5,8.5,29.9,2571.5,69,85.82
14/06/2021 07:59,2413,1969,4,4,6,6,6,6,29.9,2571,69,85.82
14/06/2021 08:00,2436,1966,6,6,7,7,7,7,29.9,2575,68.95,85.82
14/06/2021 08:01,2421.5,1964,5,5,6.5,6.5,6.5,6.5,29.9,2574.5,68.9,85.82
14/06/2021 08:02,2409.5,1970,5,5,7,7,7,7,29.9,2571.5,68.9,85.82
14/06/2021 08:03,2420,1961.5,5.5,5.5,6.5,6.5,6.5,6.5,29.9,2573.5,68.9,85.82
14/06/2021 08:04,2427,1964,6,6,8,8,8,8,29.9,2575,68.9,85.82
14/06/2021 08:05,2444.5,1968.5,4,4,6,6,6,6,29.85,2575.5,68.85,85.73
14/06/2021 08:06,2416.5,1964,4.5,4.5,5.5,5.5,5.5,5.5,29.9,2576.5,68.85,85.82
14/06/2021 08:07,2420,1950,5.5,5.5,9.5,9.5,9.5,9.5,29.9,2575,68.8,85.82
14/06/2021 08:08,2420,1949.5,5.5,5.5,7,7,7,7,29.85,2574.5,68.75,85.73
14/06/2021 08:09,2401.5,1959,4,4,6,6,6,6,29.9,2572,68.7,85.82
14/06/2021 08:10,2378.5,1960,5.5,5.5,7.5,7.5,7.5,7.5,29.9,2570.5,68.7,85.82
14/06/2021 08:11,2411,1966,6.5,6.5,8.5,8.5,8.5,8.5,29.9,2565.5,68.7,85.82
14/06/2021 08:12,2408.5,1959,5.5,5.5,7.5,7.5,7.5,7.5,29.9,2565,68.7,85.82
14/06/2021 08:13,2384,1965,6,6,8,8,8,8,29.85,2563,68.65,85.73
14/06/2021 08:14,2411,1952.5,5.5,5.5,7.5,7.5,7.5,7.5,29.9,2564,68.7,85.82
14/06/2021 08:15,2405,1954.5,5,5,6,6,6,6,29.9,2565.5,68.7,85.82
14/06/2021 08:16,2425,1961.5,6.5,6.5,8.5,8.5,9,9,29.9,2563.5,68.7,85.82
14/06/2021 08:17,2446.5,1977.5,5,5,6.5,6.5,6.5,6.5,29.9,2565,68.7,85.82
14/06/2021 08:18,2443,1971,5,5,6,6,6,6,29.9,2567,68.7,85.82
14/06/2021 08:19,2422,1962.5,6,6,7.5,7.5,7.5,7.5,29.85,2569,68.65,85.73
14/06/2021 08:20,2418,1962.5,5.5,5.5,7,7,7.5,7.5,29.85,2570.5,68.65,85.73
14/06/2021 08:21,2419.5,1951.5,6,6,8,8,8,8,29.9,2572.5,68.7,85.82
14/06/2021 08:22,2422,1959,6,6,7,7,7,7,29.8,2577,68.6,85.64
14/06/2021 08:23,2441.5,1947.5,6,6,7.5,7.5,7.5,7.5,29.85,2579,68.65,85.73
14/06/2021 08:24,2454.5,1963,6.5,6.5,8,8,8,8,29.85,2579,68.65,85.73
14/06/2021 08:25,2367,1938,5.5,5.5,7,7,7,7,29.9,2578.5,68.7,85.82
14/06/2021 08:26,2365.5,1921,5.5,5.5,7,7,7,7,29.8,2574,68.6,85.64
14/06/2021 08:27,2320,1926.5,5.5,5.5,7,7,7,7,29.8,2574,68.55,85.64
14/06/2021 08:28,2315.5,1917,5,5,6.5,6.5,6.5,6.5,29.8,2567.5,68.5,85.64
14/06/2021 08:29,2344,1896,6,6,8,8,8,8,29.8,2561,68.45,85.64
14/06/2021 08:30,2369.5,1949,4,4,5.5,5.5,5.5,5.5,29.8,2557,68.4,85.64
14/06/2021 08:31,2347.5,1915,5.5,5.5,6,6,6,6,29.8,2556.5,68.4,85.64
14/06/2021 08:32,2355.5,1943,5,5,6.5,6.5,6.5,6.5,29.8,2558.5,68.4,85.64
14/06/2021 08:33,2347.5,1929.5,5.5,5.5,7,7,7,7,29.8,2560,68.4,85.64
14/06/2021 08:34,2372.5,1919,6,6,6.5,6.5,6.5,6.5,29.8,2565.5,68.4,85.64
14/06/2021 08:35,2373,1931.5,6,6,7,7,7,7,29.8,2567,68.5,85.64
14/06/2021 08:36,2338,1912.5,6,6,7,7,7.5,7.5,29.8,2569,68.5,85.64
14/06/2021 08:37,2346,1920,6,6,7.5,7.5,7.5,7.5,29.8,2571.5,68.4,85.64
14/06/2021 08:38,2329,1916,5.5,5.5,6.5,6.5,6.5,6.5,29.8,2572,68.4,85.64
14/06/2021 08:39,2367,1928.5,5.5,5.5,7.5,7.5,8,8,29.8,2573,68.4,85.64
14/06/2021 08:40,2365,1915,5.5,5.5,6.5,6.5,6.5,6.5,29.8,2575.5,68.4,85.64
14/06/2021 08:41,2344,1936.5,4.5,4.5,6.5,6.5,6.5,6.5,29.8,2572.5,68.35,85.64
14/06/2021 08:42,2331,1927.5,4.5,4.5,6,6,6,6,29.8,2568.5,68.3,85.64
14/06/2021 08:43,2337,1944,6.5,6.5,8,8,8,8,29.8,2567.5,68.3,85.64
14/06/2021 08:44,2336,1936.5,4,4,6.5,6.5,6.5,6.5,29.8,2570.5,68.3,85.64
14/06/2021 08:45,2315.5,1937.5,5.5,5.5,6.5,6.5,6.5,6.5,29.8,2572,68.3,85.64
14/06/2021 08:46,2331.5,1941,5,5,6.5,6.5,6.5,6.5,29.8,2570.5,68.25,85.64
14/06/2021 08:47,2356.5,1906.5,5.5,5.5,7.5,7.5,7.5,7.5,29.8,2568.5,68.3,85.64
14/06/2021 08:48,2344,1934.5,6,6,7.5,7.5,7.5,7.5,29.8,2567.5,68.2,85.64
14/06/2021 08:49,2352,1910.5,5.5,5.5,6.5,6.5,6.5,6.5,29.8,2568.5,68.3,85.64
14/06/2021 08:50,2326.5,1940,6,6,7,7,7,7,29.8,2572.5,68.2,85.64
14/06/2021 08:51,2307,1929.5,5,5,6.5,6.5,6.5,6.5,29.8,2572.5,68.2,85.64
14/06/2021 08:52,2310.5,1916,6.5,6.5,7.5,7.5,7.5,7.5,29.8,2569,68.2,85.64
14/06/2021 08:53,2303.5,1904.5,5.5,5.5,7,7,7,7,29.8,2569.5,68.15,85.64
14/06/2021 08:54,2321,1909.5,5,5,6,6,6,6,29.8,2566,68.1,85.64
14/06/2021 08:55,2311.5,1893,5,5,6.5,6.5,6.5,6.5,29.8,2564.5,68.1,85.64
14/06/2021 08:56,2268,1916.5,6.5,6.5,8,8,8,8,29.8,2560,68,85.64
14/06/2021 08:57,2298,1909.5,4,4,6,6,6,6,29.8,2557.5,68,85.64
14/06/2021 08:58,2355.5,1908.5,5.5,5.5,7,7,7,7,29.8,2552,67.95,85.64
14/06/2021 08:59,2313,1922,5.5,5.5,7.5,7.5,7.5,7.5,29.8,2549.5,67.9,85.64
14/06/2021 09:00,2334.5,1906.5,6,6,7,7,7,7,29.8,2544.5,67.9,85.64
14/06/2021 09:01,2281,1904,6.5,6.5,7.5,7.5,7.5,7.5,29.8,2545.5,67.9,85.64
14/06/2021 09:02,2330,1904,4.5,4.5,6,6,6,6,29.8,2545,67.8,85.64
14/06/2021 09:03,2309.5,1890.5,5,5,6.5,6.5,7,7,29.8,2540.5,67.8,85.64
14/06/2021 09:04,2336,1912,6,6,7.5,7.5,7.5,7.5,29.8,2538.5,67.75,85.64
14/06/2021 09:05,2338,1887.5,4.5,4.5,6,6,6.5,6.5,29.8,2539,67.8,85.64
14/06/2021 09:06,2293,1896,5,5,6,6,6,6,29.8,2539,67.8,85.64
14/06/2021 09:07,2327,1902,5.5,5.5,6.5,6.5,6.5,6.5,29.8,2537.5,67.75,85.64
14/06/2021 09:08,2329,1913.5,4.5,4.5,6,6,6,6,29.8,2538,67.7,85.64
14/06/2021 09:09,2311.5,1909,5.5,5.5,7,7,7,7,29.8,2535.5,67.75,85.64
14/06/2021 09:10,2276,1881.5,5,5,6.5,6.5,6.5,6.5,29.8,2538,67.7,85.64
14/06/2021 09:11,2281,1899,5.5,5.5,7,7,7.5,7.5,29.8,2540.5,67.65,85.64
14/06/2021 09:12,2278,1871.5,5,5,6.5,6.5,6.5,6.5,29.8,2540,67.7,85.64
14/06/2021 09:13,2279.5,1879,4.5,4.5,6,6,6,6,29.8,2534,67.65,85.64
14/06/2021 09:14,2303.5,1901.5,5,5,7,7,7,7,29.8,2527,67.6,85.64
14/06/2021 09:15,2296.5,1908.5,4,4,6,6,6,6,29.8,2529.5,67.6,85.64
14/06/2021 09:16,2285,1898,5,5,7,7,7,7,29.8,2530.5,67.6,85.64
14/06/2021 09:17,2304.5,1914.5,6.5,6.5,7.5,7.5,7.5,7.5,29.8,2533,67.6,85.64
14/06/2021 09:18,2224.5,1882.5,5,5,6.5,6.5,6.5,6.5,29.8,2534,67.6,85.64
14/06/2021 09:19,2271.5,1887.5,5.5,5.5,6.5,6.5,6.5,6.5,29.8,2531.5,67.6,85.64
14/06/2021 09:20,2302.5,1886.5,6,6,7,7,7,7,29.8,2531.5,67.6,85.64
14/06/2021 09:21,2302.5,1919,6,6,7,7,7,7,29.8,2536,67.6,85.64
14/06/2021 09:22,2255,1868.5,5.5,5.5,6,6,6,6,29.8,2537,67.6,85.64
14/06/2021 09:23,2257.5,1892,5.5,5.5,7,7,7,7,29.8,2540.5,67.55,85.64
14/06/2021 09:24,2242.5,1884.5,6,6,7,7,7,7,29.8,2539,67.5,85.64
14/06/2021 09:25,2203.5,1861,5.5,5.5,7.5,7.5,7.5,7.5,29.75,2536,67.45,85.55
14/06/2021 09:26,2196.5,1842.5,6,6,7.5,7.5,7.5,7.5,29.8,2536.5,67.5,85.64
14/06/2021 09:27,2219.5,1866.5,5,5,7,7,7,7,29.8,2533,67.4,85.64
14/06/2021 09:28,2156,1852,5,5,7,7,7,7,29.8,2527.5,67.3,85.64
14/06/2021 09:29,2206,1867.5,5,5,5.5,5.5,5.5,5.5,29.8,2521,67.35,85.64
14/06/2021 09:30,2254,1885.5,4,4,6,6,6,6,29.8,2521.5,67.4,85.64
14/06/2021 09:31,2262.5,1904.5,5.5,5.5,6.5,6.5,6.5,6.5,29.75,2522.5,67.35,85.55
14/06/2021 09:32,2256.5,1877,5,5,6,6,6,6,29.75,2525.5,67.45,85.55
14/06/2021 09:33,2233.5,1873.5,4.5,4.5,6.5,6.5,7,7,29.8,2528.5,67.4,85.64
14/06/2021 09:34,2224.5,1888.5,6.5,6.5,7.5,7.5,7.5,7.5,29.8,2531,67.4,85.64
14/06/2021 09:35,2248,1889.5,5.5,5.5,7,7,7,7,29.8,2530.5,67.4,85.64
14/06/2021 09:36,2248,1896.5,5.5,5.5,7,7,7,7,29.8,2532,67.4,85.64
14/06/2021 09:37,2253,1904,5.5,5.5,7.5,7.5,7.5,7.5,29.8,2530,67.4,85.64
14/06/2021 09:38,2235.5,1880.5,5,5,6,6,6,6,29.8,2529.5,67.4,85.64
14/06/2021 09:39,2254,1874,4.5,4.5,6,6,6,6,29.8,2532.5,67.35,85.64
14/06/2021 09:40,2228.5,1884,6,6,7,7,7,7,29.8,2529,67.3,85.64
14/06/2021 09:41,2239.5,1878,5,5,7,7,7,7,29.8,2524.5,67.3,85.64
14/06/2021 09:42,2225,1886,4.5,4.5,5.5,5.5,5.5,5.5,29.75,2523.5,67.3,85.55
14/06/2021 09:43,2225,1881,5.5,5.5,7,7,7,7,29.8,2524.5,67.3,85.64
14/06/2021 09:44,2247.5,1879,5.5,5.5,7.5,7.5,7.5,7.5,29.8,2521,67.3,85.64
14/06/2021 09:45,2230,1875,4,4,6,6,6,6,29.8,2517.5,67.3,85.64
14/06/2021 09:46,2192,1876,5.5,5.5,6.5,6.5,6.5,6.5,29.8,2521.5,67.3,85.64
14/06/2021 09:47,2248.5,1885.5,5.5,5.5,7,7,7,7,29.8,2523,67.3,85.64
14/06/2021 09:48,2272.5,1893.5,6,6,7,7,7,7,29.8,2519,67.3,85.64
14/06/2021 09:49,2263.5,1881,4.5,4.5,6,6,6,6,29.8,2519,67.25,85.64
14/06/2021 09:50,2225,1882,5.5,5.5,6.5,6.5,6.5,6.5,29.8,2519,67.25,85.64
14/06/2021 09:51,2253,1880.5,6,6,6.5,6.5,6.5,6.5,29.8,2518.5,67.25,85.64
14/06/2021 09:52,2260,1896,5.5,5.5,6,6,6,6,29.8,2518.5,67.25,85.64
14/06/2021 09:53,2238,1893.5,5.5,5.5,7,7,7,7,29.8,2518,67.25,85.64
14/06/2021 09:54,2241,1895,6,6,7,7,7,7,29.8,2519.5,67.25,85.64
14/06/2021 09:55,2207,1876.5,5,5,6,6,6,6,29.8,2520.5,67.2,85.64
14/06/2021 09:56,2241.5,1881.5,4,4,6,6,6,6,29.8,2517.5,67.2,85.64
14/06/2021 09:57,2136.5,1847,5.5,5.5,7,7,7,7,29.8,2515.5,67.2,85.64
14/06/2021 09:58,2131,1841.5,5,5,6.5,6.5,6.5,6.5,29.8,2509.5,67.1,85.64
14/06/2021 09:59,2176,1847.5,5.5,5.5,6.5,6.5,6.5,6.5,29.8,2504,67.05,85.64
14/06/2021 10:00,2199,1844,5,5,7,7,7,7,29.8,2505.5,67.1,85.64
14/06/2021 10:01,2296.5,1878,5.5,5.5,7,7,7,7,29.8,2506,67.15,85.64
14/06/2021 10:02,2266.5,1880,5,5,6,6,6,6,29.8,2507.5,67.2,85.64
14/06/2021 10:03,2284,1900.5,5,5,6.5,6.5,6.5,6.5,29.8,2508.5,67.2,85.64
14/06/2021 10:04,2234.5,1868.5,5,5,6,6,6,6,29.8,2509,67.2,85.64
14/06/2021 10:05,2284,1865,5,5,6,6,6,6,29.8,2508.5,67.3,85.64
14/06/2021 10:06,2276,1866.5,5.5,5.5,6.5,6.5,7,7,29.8,2514,67.3,85.64
14/06/2021 10:07,2276,1886.5,5,5,6,6,6,6,29.8,2522,67.3,85.64
14/06/2021 10:08,2268,1887.5,5.5,5.5,6,6,6,6,29.8,2525.5,67.3,85.64
14/06/2021 10:09,2282,1898,6,6,7.5,7.5,7.5,7.5,29.8,2530.5,67.3,85.64
14/06/2021 10:10,2263.5,1885.5,5,5,6.5,6.5,6.5,6.5,29.8,2532.5,67.3,85.64
14/06/2021 10:11,2268,1897,6,6,7.5,7.5,7.5,7.5,29.8,2531,67.3,85.64
14/06/2021 10:12,2287.5,1902.5,4.5,4.5,6.5,6.5,6.5,6.5,29.8,2532.5,67.3,85.64
14/06/2021 10:13,2256.5,1926,5,5,5.5,5.5,5.5,5.5,29.8,2534,67.3,85.64
14/06/2021 10:14,2260,1898,6,6,8.5,8.5,10,10,29.8,2532,67.3,85.64
14/06/2021 10:15,2260,1904.5,5.5,5.5,6.5,6.5,6.5,6.5,29.75,2530.5,67.25,85.55
14/06/2021 10:16,2214,1863.5,5,5,6.5,6.5,6.5,6.5,29.8,2527.5,67.2,85.64
14/06/2021 10:17,2240.5,1895,4,4,6,6,6,6,29.8,2522,67.2,85.64
14/06/2021 10:18,2210.5,1874,5,5,5.5,5.5,6,6,29.75,2523,67.15,85.55
14/06/2021 10:19,2206,1871,6,6,7.5,7.5,8.5,8.5,29.75,2521,67.15,85.55
14/06/2021 10:20,2216,1878,4,4,5.5,5.5,5.5,5.5,29.8,2520,67.15,85.64
14/06/2021 10:21,2218.5,1875,4.5,4.5,7,7,7,7,29.8,2523.5,67.2,85.64
14/06/2021 10:22,2266.5,1886.5,4.5,4.5,6,6,6,6,29.8,2523.5,67.2,85.64
14/06/2021 10:23,2252,1880,4.5,4.5,6,6,6,6,29.8,2528,67.2,85.64
14/06/2021 10:24,2246,1894.5,5,5,6,6,6,6,29.8,2532.5,67.2,85.64
14/06/2021 10:25,2264.5,1872.5,4.5,4.5,5.5,5.5,5.5,5.5,29.8,2535,67.2,85.64
14/06/2021 10:26,2262,1870,5,5,6.5,6.5,7,7,29.8,2540.5,67.2,85.64
14/06/2021 10:27,2246.5,1893,4.5,4.5,6.5,6.5,6.5,6.5,29.8,2542,67.2,85.64
14/06/2021 10:28,2253,1882,6,6,6.5,6.5,6.5,6.5,29.8,2538,67.2,85.64
14/06/2021 10:29,2198.5,1859,5.5,5.5,6.5,6.5,6.5,6.5,29.75,2537,67.15,85.55
14/06/2021 10:30,2184,1847.5,6.5,6.5,8,8,8,8,29.8,2527.5,67,85.64
14/06/2021 10:31,2202,1857,4.5,4.5,6,6,6,6,29.8,2525,67,85.64
14/06/2021 10:32,2243,1890.5,5,5,7,7,7,7,29.75,2529.5,67.05,85.55
14/06/2021 10:33,2240.5,1875,5,5,5.5,5.5,5.5,5.5,29.8,2532,67.1,85.64
14/06/2021 10:34,2232.5,1858.5,5.5,5.5,7,7,7,7,29.75,2533,67,85.55
14/06/2021 10:35,2223,1868.5,6,6,8,8,8,8,29.75,2532,67.05,85.55
14/06/2021 10:36,2259,1867.5,5.5,5.5,8.5,8.5,8.5,8.5,29.7,2532,66.95,85.46
14/06/2021 10:37,2204.5,1866,5,5,7,7,7,7,29.7,2532.5,66.95,85.46
14/06/2021 10:38,2196.5,1865.5,6,6,8,8,8,8,29.8,2529.5,67,85.64
14/06/2021 10:39,2187.5,1849,5,5,6,6,6,6,29.75,2526.5,66.9,85.55
14/06/2021 10:40,2127,1831,5.5,5.5,7,7,7,7,29.75,2517.5,66.8,85.55
14/06/2021 10:41,2192,1832,6,6,7,7,7,7,29.7,2513,66.7,85.46
14/06/2021 10:42,2207,1871,6,6,8,8,8,8,29.7,2513.5,66.8,85.46
14/06/2021 10:43,2203,1877,5.5,5.5,6.5,6.5,6.5,6.5,29.8,2515.5,66.8,85.64
14/06/2021 10:44,2217.5,1874,4.5,4.5,6,6,6,6,29.7,2521.5,66.8,85.46
14/06/2021 10:45,2214,1868.5,5.5,5.5,6.5,6.5,6.5,6.5,29.7,2526.5,66.8,85.46
